"","row_identifier","latitude","longitude","bio13","bio14","bio5","gsl","mean_forest_combined","mean_wetland_combined","mean_urban_combined","mean_mining_combined","diff_forest_combined","diff_wetland_combined","diff_urban_combined","diff_mining_combined","focal"
"55",651,-21.741,-52.267,23.45,3.06000003814697,-270.104999923706,365,0.188471229818474,0.258189421931404,0.000291176031494141,0,0.0886029129861265,0.0898475061035159,0.000831931518554688,0,1
"56",652,-21.668,-51.948,25.1,3.15,-270.114999961853,365,0.0344892246721933,0.221659278444107,0,0,0.0202335173035865,-0.00335834212215669,0,0,1
"57",653,-21.647,-52.008,23.4899993896484,2.93999996185303,-270.095000076294,357,0.0277208934906006,0.0133607203399658,0,0,0.0324657228393554,-0.0166489490356445,0,0,1
"58",654,-21.593,-51.958,24.2800003051758,2.95,-270.075,359,0.255668447855871,0.494443106134739,0,0,0.0116585595703124,0.00333701078527154,0,0,1
"59",655,-21.543,-51.98,24.0699996948242,2.85,-270.064999961853,347,0.0106977962293123,0.00990868233449836,0,0,0.0266568682250977,-0.0866354026489258,0,0,1
"60",656,-21.3,-52.83,23.8,3.15,-270.045000076294,365,0.0316823318078613,0.00247259893147786,0.704666243235041,0,0.0293709931274413,0,0.0234800004114479,0,1
"61",657,-21.137,-56.494,23.3199996948242,3.82000007629395,-270.095000076294,365,0.18037906268806,0,0.259643580447783,0,0.014517365660185,0,0.0494889818431182,0,1
"62",658,-21.13,-56.47,22.9399993896484,3.75999984741211,-270.085000038147,365,0.12399744093951,0,0.17485650442834,0,0.0242248369140624,0,0.312430746442009,0,1
"63",659,-21.114,-56.516,23.4,3.80999984741211,-270.154999923706,365,0.197376427122109,0,0.201394646956691,0,0.00668327032470692,0,0.0366398804371551,0,1
"64",660,-20.75,-51.68,25.9200012207031,1.9,-270.025,337,0.0196955281724997,0,0.342996771558516,0,0,0,0.221906614196779,0,1
"65",661,-20.526,-54.629,22.8199996948242,2.3,-270.185000038147,365,0.0357238508392334,0,0.800093943406754,0,-0.019287487915039,0,0.13418554902631,0,1
"66",662,-20.47,-55.79,20.5300003051758,2.83999996185303,-269.954999923706,350,0.0217151244682402,0,0.896906782284306,0,0.0068593306985294,0,0.0125837210693359,0,1
"67",664,-20.44,-54.65,23.6,2.32999992370605,-270.214999961853,365,0.0406362176976702,0.00411732335251752,0.915663424058187,0,-0.0384718518181296,-0.0117468671264648,0.0928890864729333,0,1
"68",665,-20.435,-54.678,23.4899993896484,2.32999992370605,-270.185000038147,365,0.158891124969195,0.0116092237082448,0.437247692770998,0,-0.0213322374131147,0.0329308891357422,0.196064405838552,0,1
"69",666,-20.39,-40.496,21.1399993896484,4.3,-270.185000038147,365,0.158331625308371,0,0.544098028410979,0,0.10901814599753,0,0.0661445460422877,0,1
"70",667,-20.268,-40.483,26.4700012207031,5.24000015258789,-270.214999961853,365,0.662270886099685,0,0,0,0.0135314150359505,0,0,0,1
"71",668,-20.145,-57.144,20.9300003051758,2.35,-269.975,324,0.0356096137614411,0.0206298107314166,0,0,0.00588430493164061,-0.0358276032059015,0,0,1
"72",669,-19.4,-54.57,29,2.52000007629395,-270.175,365,0,0,0.967488246668914,0,0,0,0,0,1
"73",670,-18.92,-54.84,26.05,1.78999996185303,-270.014999961853,338,0,0,0.8538932646383,0,0,0,0.0565134096272767,0,1
"74",671,-18.918,-54.844,26.2899993896484,1.8,-269.995000076294,337,0,0.00101625948486328,0.962039093540302,0,0,-0.00508129809570312,0.0133441310264442,0,1
"75",673,-18.909,-48.23,31.6799987792969,1.23000001907349,-270.304999923706,340,0.338554176630453,0.0528483280975342,0.252876627386882,0,0.119134143351238,-0.0279484856567383,0.145277544051107,0,1
"76",674,-18.1,-54.55,25.65,1.33000001907349,-269.865000152588,331,0.0236806363438146,0,0.611183190677957,0,0.0147778762654622,0,0.0505000347541348,0,1
"77",676,-17.489,-46.564,30.3,0.469999980926514,-270.025,303,0.038471965020752,0.0382453370758057,0,0,-0.00512205468750002,0.020487922302246,0,0,1
"78",677,-17.21,-54.14,27.2,0.860000038146973,-270.054999923706,336,0.0571967014259249,0.0374917878662109,0.456612366563381,0,0.00487481792925668,-0.00637686154031194,0.114402998890597,0,1
"79",678,-16.47,-54.64,26.6,0.709999990463257,-269.834999847412,310,0,0,0.95931502223206,0,0,0,0.0167348970947277,0,1
"80",679,-16.19,-55.97,26.4700012207031,1.08999996185303,-269.865000152588,333,0.257417496519469,0.0735234278915405,0.024578837852478,0,0.174032249969481,-0.0154695787963867,0.0021484984741211,0,1
"81",680,-16.004,-48.082,25.5100006103516,0.609999990463257,-270.314999961853,336,0.0879992181637513,0.000344084185791016,0.474760606030632,0,0.0146235692749024,0,0.00946220166015604,0,1
"82",681,-15.981,-54.966,28.7700012207031,0.869999980926514,-269.895000076294,341,0.445414783507505,0.00451650525665283,0.0567301455692246,0,0.100104885375259,-0.0055918714904785,0.0588959385314943,0,1
"83",682,-15.975,-48.182,26.2,0.659999990463257,-270.254999923706,336,0.0881983923199822,0,0,0,-0.00258107318115236,0,0,0,1
"84",684,-15.89,-52.257,27.9399993896484,0.309999990463257,-269.775,292,0.0271886782188745,0.00256932674147662,0.737114081507887,0,0.0184319836727367,0.00211790283322801,0.0389683702365045,0,1
"85",685,-15.85,-52.01,30.4200012207031,0.329999995231628,-269.765000152588,286,0.0292780879639569,0.00535882445373535,0,0,0.000388236699721386,-0.000430428039550781,0,0,1
"86",686,-15.837,-54.389,26.45,0.609999990463257,-269.865000152588,316,0.158371481800394,0.0237211596585622,0.537140050032109,0,0.0814770175292966,0.00482608782037473,0.00990032315063485,0,1
"87",687,-15.83,-54.38,26.3,0.609999990463257,-269.854999923706,313,0.199584732440186,0.163448030099487,0,0,0.109767619018555,0.0167880690612792,0,0,1
"88",688,-15.78,-47.42,28.4200012207031,0.419999980926514,-270.235000038147,324,0,0,0,0,0,0,0,0,1
"89",689,-15.71,-52.76,30.1299987792969,0.279999995231628,-269.784999847412,308,0.00624531111450194,0,0.487054682948304,0,0.00344568017578125,0,0.072791035247803,0,1
"90",690,-15.698,-47.955,24.5300003051758,0.55,-270.275,334,0.381675412115479,0.0437625396636963,0,0,-0.0292898576660157,0.0361815969848632,0,0,1
"91",691,-15.677,-56.185,25.9700012207031,0.839999961853027,-269.915000152588,331,0,0,0.618694339860032,0,0,0,0.58965889817816,0,1
"92",692,-15.67,-56.179,26.0600006103516,0.85,-269.904999923706,331,0.000617568397809195,0,0.52367081475635,0,0,0,0.250714328782744,0,1
"93",693,-15.665,-56.194,25.9200012207031,0.819999980926514,-269.915000152588,331,0.00142167109985351,0.010231490499878,0.51440330012207,0,0.00387728506469727,-0.00172319915771485,0.0758214769592295,0,1
"94",694,-15.65,-56.13,25.7899993896484,0.880000019073486,-269.904999923706,330,0.00521302445831299,0,0.950761057518337,0,-0.00904739785766601,0,0.031881326934814,0,1
"95",695,-15.6,-56.1,25.1100006103516,0.860000038146973,-269.904999923706,331,0,0,0.991149124055031,0,0,0,0,0,1
"96",696,-15.596,-56.097,25.3100006103516,0.869999980926514,-269.904999923706,334,0,0,0.979070771707449,0,0,0,0,0,1
"97",697,-15.574,-47.603,27.5799987792969,0.45,-270.285000038147,328,0.00655113429565429,0.161451085653686,0,0,8.78906249992747e-09,0.0017239744262695,0,0,1
"98",698,-15.56,-54.3,29.2399993896484,0.719999980926514,-270.064999961853,335,0,0,0.965854913745358,0,0,0,0,0,1
"99",699,-15.54,-55.16,29.8700012207031,1.08000001907349,-270.204999923706,354,0,0,0.14038658635738,0,0,0,0.0812078440391387,0,1
"100",700,-15.461,-55.75,36.4299987792969,1.3,-270.285000038147,365,0.132760332086684,0,0.789029711753215,0,0.00841479038696275,0,0.0368063801981612,0,1
"101",701,-15.46,-55.75,36.8,1.3,-270.245000076294,365,0.162921002369655,0,0.734400281209824,0,0.0066898925598143,0,0.0452332951489015,0,1
"102",702,-15.226,-59.335,25.1300003051758,0.919999980926514,-269.934999847412,311,0,0,0.86255900800677,0,0,0,0.0777873906412753,0,1
"103",703,-15.2,-59.37,25.2399993896484,0.939999961853027,-269.934999847412,311,0,0,0,0,0,0,0,0,1
"104",704,-15.08,-57.18,29.0299987792969,1.06000003814697,-269.815000152588,315,0.183659782763672,0.443993515274048,0.0455538057052612,0,0.0626380115356443,0.0397427001342775,0.0060479143676758,0,1
"105",706,-14.97,-57.2,30.1,1.08999996185303,-269.825,327,0.722922066539,0.0507629279434204,0,0,0.0172883274230959,-0.0133984471740723,0,0,1
"106",707,-14.84,-56.43,25.9299987792969,0.65,-269.875,316,0.139968545941617,0.00322184414520264,0.149167611681884,0,0.037988326128552,0.00432462557983398,0.0367438476174748,0,1
"107",708,-14.818,-56.84,29.5799987792969,0.780000019073486,-269.815000152588,334,0.13892282654483,0.105400933259582,0,0,0.097619341822845,0.00172998132324217,0,0,1
"108",709,-14.73,-56.33,27.7700012207031,0.709999990463257,-269.895000076294,328,0.000605746739196775,0,0.352242204251098,0,0,0,0.0320178703918464,0,1
"109",710,-14.72,-56.328,27.8200012207031,0.709999990463257,-269.884999847412,329,0.061567519884087,0,0.68921796257013,0,0.00899502700267115,0,0.0445488473584948,0,1
